company,data,updated_at
casagrand premier builder limited,"{""ICPIndustry"": ""Construction"", ""ICPEmployeesRange"": ""501-1000"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Casagrand Builders Limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/casagrand-premier-builder-limited"", ""ICPMarketingSignal"": ""Real estate development projects, regional presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""casagrand premier builder limited"", ""email"": """"}",2026-05-11T13:29:22.450066
cross country,"{""ICPIndustry"": ""Logistics"", ""ICPEmployeesRange"": ""10,001-50,000"", ""ICPRevenueUSD"": ""2.5B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Cross Country Group Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/cross-country-group-inc"", ""ICPMarketingSignal"": ""Global logistics and transportation services"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""cross country"", ""email"": """"}",2026-05-11T13:29:24.225184
hitch,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Hitch Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/hitch"", ""ICPMarketingSignal"": ""Active social media presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""hitch"", ""email"": """"}",2026-05-11T13:29:26.139662
leeford healthcare ltd,"{""ICPIndustry"": ""Healthcare"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Leeford Healthcare Ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/leeford-healthcare-ltd"", ""ICPMarketingSignal"": ""Healthcare industry presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""leeford healthcare ltd"", ""email"": """"}",2026-05-11T13:29:28.278242
paysquare consultancy limited,"{""ICPIndustry"": ""Consulting"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Paysquare Consultancy Limited"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/paysquare-consultancy-limited"", ""ICPMarketingSignal"": ""Professional services website"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""paysquare consultancy limited"", ""email"": """"}",2026-05-11T13:29:30.338609
valeri,"{""ICPIndustry"": ""Consulting"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/valeri"", ""ICPMarketingSignal"": ""Active consulting services"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""valeri"", ""email"": """"}",2026-05-11T13:29:32.282473
aiagency,"{""ICPIndustry"": ""Marketing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Independent"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/aiagency"", ""ICPMarketingSignal"": ""Active digital marketing campaigns"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""aiagency"", ""email"": """"}",2026-05-11T13:29:36.683404
hitoto vietnam,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Hitoto Corporation"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/hitoto-vietnam"", ""ICPMarketingSignal"": ""Vietnam manufacturing sector"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""hitoto vietnam"", ""email"": """"}",2026-05-11T13:29:38.632371
no,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/no"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""no"", ""email"": """"}",2026-05-11T13:29:40.677874
ha-kar associates llp,"{""ICPIndustry"": ""Legal Services"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/ha-kar-associates-llp"", ""ICPMarketingSignal"": ""Legal industry presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""ha-kar associates llp"", ""email"": """"}",2026-05-11T13:29:42.725258
chikucab,"{""ICPIndustry"": ""Automotive"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Chikucab Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/chikucab"", ""ICPMarketingSignal"": ""Online vehicle marketplace"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""chikucab"", ""email"": """"}",2026-05-11T13:29:44.569028
aptia india private limited,"{""ICPIndustry"": ""Healthcare"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/aptia-india-private-limited"", ""ICPMarketingSignal"": ""Healthcare SaaS platform"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""aptia india private limited"", ""email"": """"}",2026-05-11T13:29:46.617122
matiks,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Matiks Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/matiks"", ""ICPMarketingSignal"": ""Recent product launch"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""matiks"", ""email"": """"}",2026-05-11T13:29:48.398124
the raw project,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""51-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Series B"", ""ICPFUndingAmount"": ""20M"", ""ICPParentCompany"": ""The Raw Project Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/therawproject"", ""ICPMarketingSignal"": ""Tech Conference Speaker"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""the raw project"", ""email"": """"}",2026-05-11T13:29:50.546705
design brewery,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Design Brewery"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/designbrewery"", ""ICPMarketingSignal"": ""Industry awards and local brewery events"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""design brewery"", ""email"": """"}",2026-05-11T13:29:52.556719
transunion cibil,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""1000-5000"", ""ICPRevenueUSD"": ""500M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""TransUnion"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/transunion/"", ""ICPMarketingSignal"": ""Credit bureau services"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""transunion cibil"", ""email"": """"}",2026-05-11T13:29:54.417354
sooulful timmeless ggharraundaa,"{""ICPIndustry"": ""Retail"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""sooulful"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/sooulful"", ""ICPMarketingSignal"": ""Brand recognition in sustainable fashion"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""sooulful timmeless ggharraundaa"", ""email"": """"}",2026-05-11T13:29:56.242417
royal global university,"{""ICPIndustry"": ""Education"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""500M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Royal Global University"", ""ICPLinkedInURL"": ""https://www.linkedin.com/school/royal-global-university/"", ""ICPMarketingSignal"": ""University website and LinkedIn presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""royal global university"", ""email"": """"}",2026-05-11T13:29:58.143986
fintoo,"{""ICPIndustry"": ""Financial Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""Venture Capital"", ""ICPFundingStage"": ""Seed"", ""ICPFUndingAmount"": ""1M"", ""ICPParentCompany"": ""Fintoo Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/fintoo"", ""ICPMarketingSignal"": ""Fintech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""fintoo"", ""email"": """"}",2026-05-11T13:30:22.193044
dish tv,"{""ICPIndustry"": ""Media"", ""ICPEmployeesRange"": ""1000-5000"", ""ICPRevenueUSD"": ""500M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Dish Network Corporation"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/dish-tv"", ""ICPMarketingSignal"": ""Brand recognition in India"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""dish tv"", ""email"": """"}",2026-05-11T13:30:24.166852
pt rajasa intama,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""PT Rajasa Intama"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/pt-rajasa-intama"", ""ICPMarketingSignal"": ""Industry trade shows"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""pt rajasa intama"", ""email"": """"}",2026-05-11T13:30:26.066395
kureart,"{""ICPIndustry"": ""Arts & Crafts"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Independent"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/kureart"", ""ICPMarketingSignal"": ""Art exhibitions, online art sales"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""kureart"", ""email"": """"}",2026-05-11T13:30:28.190460
brahmani gems,"{""ICPIndustry"": ""Mining"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/brahmani-gems"", ""ICPMarketingSignal"": ""Trade shows, gemstone industry events"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""brahmani gems"", ""email"": """"}",2026-05-11T13:30:30.137221
nidhi impex,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Nidhi Impex"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/nidhi-impex"", ""ICPMarketingSignal"": ""Trade shows, Industry directories"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""nidhi impex"", ""email"": """"}",2026-05-11T13:30:31.981666
ksib,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/ksib"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""ksib"", ""email"": """"}",2026-05-11T13:30:34.030993
ayini,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""ayini"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/ayini"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""ayini"", ""email"": """"}",2026-05-11T13:30:36.075700
ss- khatri,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/ss-khatri"", ""ICPMarketingSignal"": ""Established manufacturing presence"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""ss- khatri"", ""email"": """"}",2026-05-11T13:30:38.025480
mountain warehouse,"{""ICPIndustry"": ""Retail"", ""ICPEmployeesRange"": ""501-1000"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Mountain Warehouse Ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/mountain-warehouse"", ""ICPMarketingSignal"": ""Seasonal outdoor gear campaigns"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""mountain warehouse"", ""email"": """"}",2026-05-11T13:30:40.280747
hoc,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""hoc"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/hoc"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""hoc"", ""email"": """"}",2026-05-11T13:30:42.118128
velaris,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Velaris Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/velaris"", ""ICPMarketingSignal"": ""Tech Startup"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""velaris"", ""email"": """"}",2026-05-11T13:30:44.032779
"ncx co., ltd","{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""10M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/ncx-co-ltd"", ""ICPMarketingSignal"": ""Tech Conference Speaker"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""ncx co., ltd"", ""email"": """"}",2026-05-11T13:30:45.905712
dyson,"{""ICPIndustry"": ""Consumer Electronics"", ""ICPEmployeesRange"": ""10,001-50,000"", ""ICPRevenueUSD"": ""6B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Dyson Ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/dyson/"", ""ICPMarketingSignal"": ""Innovative product launches, global brand recognition"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""dyson"", ""email"": """"}",2026-05-11T13:30:47.749614
acuvate,"{""ICPIndustry"": ""Consulting"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Acuvate Technologies Inc."", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/acuvate"", ""ICPMarketingSignal"": ""Active SaaS product offerings"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""acuvate"", ""email"": """"}",2026-05-11T13:30:49.810456
pt mochtar niaga utama,"{""ICPIndustry"": ""Manufacturing"", ""ICPEmployeesRange"": ""50-200"", ""ICPRevenueUSD"": ""5M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""PT Mochtar Niaga Utama"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/pt-mochtar-niaga-utama"", ""ICPMarketingSignal"": ""Industry trade shows and local manufacturing expos"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""pt mochtar niaga utama"", ""email"": """"}",2026-05-11T13:30:51.744943
beyond technology consulting,"{""ICPIndustry"": ""Consulting"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Beyond Technology Consulting"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/beyond-technology-consulting"", ""ICPMarketingSignal"": ""Active consulting services"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""beyond technology consulting"", ""email"": """"}",2026-05-11T13:30:53.589439
flickstays pvt ltd,"{""ICPIndustry"": ""Hospitality"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""500K"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""FlickStays Pvt Ltd"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/flickstays-pvt-ltd"", ""ICPMarketingSignal"": ""Online travel platform"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""flickstays pvt ltd"", ""email"": """"}",2026-05-11T13:30:56.044099
carestream dental,"{""ICPIndustry"": ""Medical Devices"", ""ICPEmployeesRange"": ""100-500"", ""ICPRevenueUSD"": ""50M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Carestream Health"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/carestream-dental"", ""ICPMarketingSignal"": ""Dental industry trade shows"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""carestream dental"", ""email"": """"}",2026-05-11T13:30:58.096405
time house trading llc,"{""ICPIndustry"": ""Financial Services"", ""ICPEmployeesRange"": ""10-50"", ""ICPRevenueUSD"": ""2M"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Time House Trading LLC"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/time-house-trading-llc"", ""ICPMarketingSignal"": ""Financial trading platform"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""time house trading llc"", ""email"": """"}",2026-05-11T13:31:00.038717
qualcomm snapdragon,"{""ICPIndustry"": ""Technology"", ""ICPEmployeesRange"": ""10,000-50,000"", ""ICPRevenueUSD"": ""30B"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""Qualcomm Incorporated"", ""ICPLinkedInURL"": ""https://www.linkedin.com/company/qualcomm"", ""ICPMarketingSignal"": ""Semiconductor innovation"", ""ICPFitStatus"": ""Good Fit"", ""ICPFitmentTest"": ""ICP Fitment"", ""company"": ""qualcomm snapdragon"", ""email"": """"}",2026-05-11T13:31:24.498124
shirayuri.sales@gmail.com,"{""ICPIndustry"": ""N/A"", ""ICPEmployeesRange"": ""N/A"", ""ICPRevenueUSD"": ""N/A"", ""ICPFundingType"": ""N/A"", ""ICPFundingStage"": ""N/A"", ""ICPFUndingAmount"": ""N/A"", ""ICPParentCompany"": ""N/A"", ""ICPLinkedInURL"": ""N/A"", ""ICPMarketingSignal"": ""N/A"", ""ICPFitStatus"": ""Not Fit"", ""ICPFitmentTest"": ""ICP non Fitment"", ""company"": ""shirayuri.sales@gmail.com"", ""email"": """"}",2026-05-11T13:31:26.447960
